PremiseID,HypothesisID,Premise,TranslationToCZ,BinaryLabel,Hypothesis,MachineTranslationToENfromCZ,Grade,Partition
premID70,hypoID278,His friend was very tall and he looked like a chess piece beside him. ,Jeho kamarád byl velmi vysoký a on vedle něj vypadal krátký.,1,His friend was very tall and he looked short beside him.,His friend was very tall and he looked short next to him.,4,6
premID151,hypoID603,Their honey moon was a dream ,Jejich líbánky byly velmi příjemné.,1,Their honey moon was very pleasant,Their honeymoon was very pleasant.,4,6
premID119,hypoID475,The employee swallows her anger ,Zaměstnankyně mluví svým hněvem.,0,The employee speaks her anger,Employees speak with their anger.,2,6
premID20,hypoID77,the wheels of justice turn slowly ,"Může to trvat dlouho, než spravedlnost převáží nespravedlnost.",1,it can take a long time to see justice prevail on injustice,It may be a long time before justice outweighs injustice.,4,6
premID114,hypoID454,He hated the stench of failure. ,Nenáviděl selhání.,1,He hated failure.,He hated failure.,3,6
premID67,hypoID267,Here comes the fool with his foggy brain ,Zde přichází blázen se svojí zmatenou myslí.,1,Here comes the fool with his confused mind,Here comes the fool with his confused mind.,4,6
premID146,hypoID584,The soldiers were devils. ,Vojáci byli mírumilovní a uklidňující.,0,The soldiers were peaceful and reassuring.,The soldiers were peaceful and reassuring.,1,6
premID116,hypoID463,She had a bright idea ,Měla komplikovanou myšlenku.,0,She had a complicated idea,She had a complicated idea.,2,6
premID95,hypoID379,Nobody cares about the roots of modern civilization. ,Nikdo se nezabývá počátky moderní civilizace.,1,Nobody cares about the origins of modern civilization.,No one dwells on the beginnings of modern civilization.,4,6
premID155,hypoID619,There were dark corners in his past things he didn't like to remember. ,"V jeho minulosti byly temné věci, které si nechtěl pamatovat.",1,There were obscure things in his past things he didn't like to remember.,There were dark things in his past that he didn't want to remember.,3,6
premID121,hypoID481,The faculty meeting was a war ,Na schůzi fakulty jsme mluvili o válce.,0,At the faculty meeting we talked about war,"At the faculty meeting, we talked about the war.",2,6
premID155,hypoID620,There were dark corners in his past things he didn't like to remember. ,"Ve jeho minulosti byly uklidňující prvky, které si nechtěl pamatovat.",0,There were reassuring elements in his past things he didn't like to remember.,There were soothing elements to his past that he didn't want to remember.,2,6
premID187,hypoID741,You have to head straight into your fears to win them,"Musíte se vypořádat se právě s těmi věcmi, které vás děsí, abyste překonal své obavy.",1,you have to deal with the very things that scare you to overcome your fears ,You have to deal with the very things that scare you to overcome your fears.,4,6
premID81,hypoID322,I've reached my boiling point. ,Tuhle situaci už nemůžu vydržet.,1,I cannot stand this situation anymore.,I can't stand this situation anymore.,4,6
premID50,hypoID198,He drowned in a sea of grief. ,Topil se v moři.,0,He was drowning in the sea.,He was drowning in the sea.,2,6
premID67,hypoID268,Here comes the fool with his foggy brain ,Zde přichází blázen se svou poškozenou myslí.,1,Here comes the fool with his damaged mind,Here comes the fool with his damaged mind.,3,6
premID175,hypoID699,Silence was crushing . I knew the moment had arrived,"Ticho bylo krátké: poznal jsem okamžik, kdy přišel.",0,Silence was short : I knew the moment had arrived ,The silence was brief: I knew the moment when it came.,2,6
premID37,hypoID147,Calm down - there's no need to get all steamed up about it. ,Uklidni se - není důvod se tím rozrušovat.,0,Calm down - there's no need to get excited about it.,Calm down - there's no reason to get upset.,2,6
premID14,hypoID54,life is just a dream in the night ,Život je vážná záležitost.,0,life is a serious matter,Life is serious business.,1,6
premID73,hypoID292,I asked for your help and you disappeared from radar ,"Žádal jsem o tvojí pomoc, ale nebylo možné tě najít.",1,I asked your help and it was impossible to find you,"I asked for your help, but it was impossible to find you.",4,6
premID49,hypoID193,He attacked every weak point in my argument ,Pomohl mi vylepšit slabá místa mých argumentů.,0,He helped me improve my argument’s weak points,He helped me improve the weak points of my arguments.,1,6
premID153,hypoID611,She is fishing in troubled waters. ,"Hledala něco, co je snadné získat.",0,She is looking for something that is easy to obtain.,She was looking for something easy to get.,2,6
premID48,hypoID191,He always had an interest for the fruit of knowledge ,Vždy měl zájem o ananasy znalostí.,0,He always had an interest for the pineapple of knowledge,He's always had an interest in pineapples of knowledge.,1,6
premID134,hypoID535,The new city was a maze for him. ,Bylo pro něj těžké se orientovat v tom novém městě.,1,The new city was hard to navigate for him.,It was hard for him to navigate the new city.,4,6
premID142,hypoID566,The roots of the war were in the economical crisis ,Výsledkem války byla ekonomická krize.,0,The effect of the war was the economical crisis,The war resulted in an economic crisis.,2,6
premID125,hypoID498,The girl could still remember that sweet song ,Dívka si mohla stále pamatovat tu hezkou píseň.,1,the girl could still remember that nice song,The girl could still remember the pretty song.,4,6
premID129,hypoID513,The iron in the tail of the animal was a restless needle. ,Železo na ocase zvířete bylo dlouhé a hluboké.,1,The iron in the tail of the animal was long and deep.,The iron on the animal's tail was long and deep.,3,6
premID63,hypoID249,He was living in his dream world shutting his eyes in front of reality ,Nechtěl uznat realitu a stále ji popíral.,1,He did not want to acknowledge reality and kept denying it,"He didn't want to acknowledge reality, and he still denied it.",4,6
premID107,hypoID426,The animal shakes its tail in the air like a whip. ,"To zvíře vrtí ocasem ve vzduchu, který je krátký a tlustý.",0,The animal shakes its tail in the air and it is short and thick.,"The animal wags its tail in the air, which is short and fat.",2,6
premID44,hypoID175,Fear had changed him to a shaken jelly. ,Bál se třesoucího se rosolu.,0,He was afraid of shaking jelly.,He was afraid of the trembling jelly.,1,6
premID88,hypoID351,The faculty meeting was a circus ,Schůze fakulty byla směšná.,1,The faculty meeting was ridiculous,The faculty meeting was ridiculous.,4,6
premID17,hypoID65,she cut him down with her words ,Povzbudila ho svými slovy.,0,she cheered him up with her words,She encouraged him with her words.,1,6
premID126,hypoID504,The guy was a floating whale in the small swimming pool. ,Chlapík jedl velrybí maso v malém bazénu.,0,The guy was eating whale meat in the small swimming pool.,The guy was eating whale meat in a small swimming pool.,1,6
premID40,hypoID157,Each blade of grass was a bayonet pointed firmly at our bare feet ,Každé stéblo trávy nás silně bodalo do bosých nohou.,1,Each blade of grass was a was firmly stinging our bare feet,Every blade of grass stung our bare feet.,3,6
premID30,hypoID120,After working two years for the company she was burned out ,Po dvou letech práce pro společnost byla bez energie a unavená.,1,After working two years for the company she was without energies and tired,"After two years of working for the company, she was out of energy and tired.",3,6
premID75,hypoID297,I have to kill the program ,Musím důrazně přerušit program.,1,I have to forcefully interrupt the program,I must vigorously interrupt the program.,3,6
premID69,hypoID276,His declarations sparked a fire in the community ,Komunita obecně ignorovala jeho prohlášení.,0,The community generally ignored his declarations,The community generally ignored his statements.,1,6
premID128,hypoID510,You were the golden boy back then ,Tehdy jsi byl ten nebezpečný chlapec.,0,you were the dangerous boy back then,You were the dangerous boy then.,1,6
premID56,hypoID224,He knew how to write sweet words ,Věděl jak napsat hrozivá slova.,0,He knew how to write menacing words,He knew how to write threatening words.,1,6
premID101,hypoID401,She arrived at the grocery store with an army of children ,Do obchodu dorazila následována spoustou dětí.,1,Followed by a mass of children she arrived at the store,She arrived at the store followed by a number of children.,3,6
premID15,hypoID58,my love is a summer day ,Můj pocit lásky je vřelý a spadá do července.,0,my feeling of love is hot and falls in july,My feeling of love is warm and falls in July.,2,6
premID97,hypoID386,O Moon your light is failing and now you are just a cold bow ,"Ó, Měsíci, tvoje světlo zeslabuje a teď vypadáš jako luk.",1,O Moon your light is getting dimmer and now you look like a bow,"Oh, Moon, your light is fading and now you look like a bow.",3,6
premID61,hypoID241,He shot down all my arguments ,Schválil moje argumenty.,0,He approved my arguments,He approved my arguments.,1,6
premID34,hypoID136,And now they were leaking all kinds of documents ,A teď skrývali všechny druhy dokumentů.,0,And now they were hiding away all kinds of documents,And now they were hiding all kinds of documents.,1,7
premID118,hypoID469,The darted harpoon was lightning in the sea. ,V moři byla harpuna s hrotem rychlá a lesklá.,1,The darted harpoon was quick and shiny in the sea.,"In the sea, the spiked harpoon was fast and shiny.",4,7
premID187,hypoID744,You have to head straight into your fears to win them,Musíš mířit do svého okna abys vyhrál první cenu.,0,you have to head straight into your window to win the first price ,You have to aim for your window to win first prize.,2,7
premID72,hypoID288,How can we build a knowledge economy if research is handcuffed? (Barque and Chaumartin 2009) ,Není možné budovat znalostní ekonomiku pokud jsou všichni výzkumníci v želízkách.,1,It is not possible to build a knowledge economy if researchers are all handcuffed .,It is not possible to build a knowledge economy if all researchers are in cuffs.,3,7
premID33,hypoID130,The faculty meeting was a real war ,Schůze fakulty byla velmi agresivní.,1,The faculty meeting was highly aggressive,The faculty meeting was very aggressive.,4,7
premID25,hypoID98,A break up can leave you with a broken heart. ,Rozchod tě může udělat spokojeným a šťastným.,0,A break up can make you feel good and happy.,Breaking up can make you happy and happy.,1,7
premID95,hypoID378,Nobody cares about the roots of modern civilization. ,Nikdo se nestará o důsledky moderní civilizace.,0,Nobody cares about the consequences of modern civilization.,No one cares about the consequences of modern civilization.,2,7
premID26,hypoID102,A golden sun shines high in the sky ,Velmi jasné slunce svítí vysoko na obloze.,1,a very bright sun shines high in the sky,A very bright sun shines high in the sky.,4,7
premID59,hypoID236,He pleaded for her forgiveness but Janet was a statue ,"Prosil o její odpuštění, ale Janet to nezajímalo.",1,He pleaded for her forgiveness but Janet did not listen to him,"He begged for her forgiveness, but Janet didn't care.",3,7
premID158,hypoID632,This is a trap sentence ,Neměl byste této větě dávat čtyřku.,0,You should not give this sentence a four,You shouldn't give that sentence a four.,1,7
premID3,hypoID9,She was the light of my life. ,Do mého života přinesla melancholický pocit.,0,She brought a melancholic feeling into my life.,She brought a melancholy feeling to my life.,1,7
premID129,hypoID515,The iron in the tail of the animal was a restless needle. ,Železo v ocasu zvířete bylo divné.,0,The iron in the tail of the animal was strange.,The iron in the animal's tail was odd.,1,7
premID124,hypoID493,The girl broke into the conversation ,Dívka se najednou zapojila do konverzace.,1,The girl abruptly partook the conversation,The girl suddenly joined the conversation.,3,7
premID52,hypoID207,He felt a sudden red pain through his leg ,Náhle cítil intenzivní rozkoš skrze svou nohu.,0,He felt a sudden intense pleasure through his leg,Suddenly he felt intense pleasure through his leg.,2,7
premID166,hypoID663,With the crisis the bubble exploded. ,S krizí vybuchla bomba.,0,With the crisis a bomb exploded.,A bomb went off with the crisis.,2,7
premID35,hypoID139,As for Peleg he took it more like a philosopher. ,"Co se Pelega týče, odpovídal naštvaně.",0,As for Peleg himself he responded angrily.,"As for Peleg, he answered angrily.",1,7
premID136,hypoID544,The old tenant gave a bittersweet speech ,Starý nájemce pronesl smutnou řeč.,0,The old tenant gave a sad speech,The old tenant made a sad speech.,2,7
premID151,hypoID601,Their honey moon was a dream ,Jejich líbánky byly noční můra.,0,Their honey moon was a nightmare,Their honeymoon was a nightmare.,1,7
premID4,hypoID16,Faith feeds among the tombs and even from these dead doubts she gathers her most vital hope. ,Někdo s vírou dokáže udržet naději i přes velké pochybnosti.,1,Someone with faith can maintain hope even among great doubts.,Someone with faith can hold out hope despite great doubts.,3,7
premID139,hypoID554,The republican convention was a horror show ,Republikánskou úmluvu byla radost následovat.,0,The republican convention was a joy to follow,The Republican Convention was a joy to follow.,1,7
premID166,hypoID661,With the crisis the bubble exploded. ,Situace se dramaticky změnila s krizí.,1,The situation changed dramatically with the crisis.,The situation has changed dramatically with the crisis.,4,7
premID41,hypoID162,Every person has bitter memories ,"Každý člověk měl depresivní, nebo znepokojivé vzpomínky.",1,Every person has depressing or disturbing memories,Each person had depressing or disturbing memories.,3,7
premID164,hypoID656,When I looked at my friend after the storm he was a ghost. ,"Když jsem se po bouři podíval na mého přítele, byl klidný.",0,When I looked at my friend after the storm he was quiet.,"When I looked at my friend after the storm, he was calm.",2,7
premID26,hypoID103,A golden sun shines high in the sky ,Velmi drahé slunce svítí vysoko na nebi.,0,a very expensive sun shines high in the sky,A very expensive sun shines high in the sky.,2,7
premID39,hypoID153,During the conflict the seeds of peace were planted. ,Během konfliktu se objevily první prvky mírové dohody.,1,During the conflict the first elements of a peace accord appeared.,"During the conflict, the first elements of a peace agreement emerged.",4,7
premID55,hypoID218,He is the apple of my eye. ,Nenávidím ho.,0,I hate him.,I hate him.,1,7
premID82,hypoID325,You were hanging yourself on someone else 's words ,"Věšeli jste se kvůli tomu, co řekl někdo jiný.",0,You were hanging yourself because of what someone else said,You hung yourself because of what someone else said.,2,7
premID91,hypoID361,I embarked on life thirty years ago ,Nalodil jsem se na loď před třiceti lety.,0,I embarked on a ship thirty years ago,I boarded the ship 30 years ago.,2,7
premID35,hypoID140,As for Peleg he took it more like a philosopher. ,"Pokud jde o samotného Pelegu, byl smutný a plakal.",0,As for Peleg himself he was sad and he cried.,"As for Pelega himself, he was sad and crying.",1,7
premID82,hypoID326,You were hanging yourself on someone else 's words ,"Byl jsi šťastný s tím, co řekl někdo jiný.",0,You were happy with what someone else had said,You were happy with what someone else said.,2,7
premID99,hypoID396,People think the old man has a sour temper ,Starý muž má nespolečenskou povahu nebo si to lidé myslí.,1,the old man has an unsociable temper or that is what people think,"The old man has an anti-social nature, or so people think.",3,7
premID62,hypoID245,He was in a black mood. ,Byl naštvaný a v depresi.,1,He was angry and depressed.,He was angry and depressed.,3,7
premID142,hypoID565,The roots of the war were in the economical crisis ,Ekonomická krize byla příčinou války.,1,The economical crisis was the cause of the war,The economic crisis was the cause of the war.,4,7
premID186,hypoID739,I think we should think about the roots of the problem ,"Myslím, že bychom se měli pokusit porozumě tomu, co způsobilo problém.",1,I think we should try to understand what caused the problem ,I think we should try to understand what caused the problem.,3,7
premID153,hypoID610,She is fishing in troubled waters. ,"Hledala něco, co je obtížné získat.",1,She is looking for something that is difficult to obtain.,She was looking for something that was difficult to get.,3,7
premID1,hypoID3,She was ready to turn her hand and heart to anything that promised to yield safety. ,"Byla připravena si uříznout ruku a své srdce pro cokoliv co slibovalo, že poskytne bezpečnost.",0,She was ready to cut her hand and her heart for anything that promised to yield safety.,She was ready to cut off her hand and her heart for anything that promised to provide security.,2,7
premID137,hypoID545,The old woman had an open heart ,Stará žena byla štědrá.,1,The old woman was generous,The old woman was generous.,3,7
premID54,hypoID216,He is in such a hurry he does not run he flies ,"Skutečně spěchá, tak jede autem.",0,he is in a real hurry so he goes by car,"He's in a real hurry, so he drives.",1,7
premID184,hypoID734,He kept us in the dark about his plans,Neodhalil nám své plány.,1,He did not disclose his plans to us ,He didn't reveal his plans.,4,7
premID58,hypoID231,He looked neither one way nor the other way but sat like a carved image. ,"Nedíval se na jednu ani na druhou stranu, ale seděl sotva se známkami aktivního života.",1,He looked neither one way nor the other way but sat with scarcely a sign of active life.,"He didn't look either way, but he was barely sitting with signs of an active life.",3,7
premID20,hypoID80,the wheels of justice turn slowly ,Kola auta se točila pomalu.,0,the wheels of a car turn slowly,The wheels of the car spun slowly.,2,7
premID24,hypoID93,we were sinking in an ocean of grass ,Byli jsme zcela obklopeni rozlehlou prérií.,1,we were completely surrounded by a large prairie,We were completely surrounded by a vast prairie.,4,7
premID75,hypoID298,I have to kill the program ,"Musím zabít toho, kdo napsal program.",0,I have to kill who wrote the program,I have to kill whoever wrote the program.,1,7
premID181,hypoID722,When I met the boss he seemed bitter about the whole story,"Když jsem ho potkala, vypadal šéf kvůli té věci dost zklamaně.",1,"When I met him , the boss seemed quite sad about the fact ","When I met him, the boss seemed pretty disappointed about the thing.",3,7
premID14,hypoID55,life is just a dream in the night ,"Život je jen klam, něco iluzorního.",1,life is just a delusion something illusory,"Life is a delusion, something illusory.",4,7
premID121,hypoID483,The faculty meeting was a war ,Porada fakulty byla směšná.,0,The faculty meeting was ridiculous,The faculty meeting was ridiculous.,2,7
premID156,hypoID621,They were burning with desire ,Toužili zapálit dům.,0,They desired to burn a house,They wanted to burn the house down.,1,7
premID63,hypoID250,He was living in his dream world shutting his eyes in front of reality ,Měl silnou představivost a používal ji k ignorování reálného světa.,1,He had a powerful imagination and used it to ignore the real world,He had a strong imagination and used it to ignore the real world.,3,7
premID19,hypoID73,the flowers danced in the wind ,Květiny vlály pod náporem větru do všech stran.,1,the flowers moved in all directions under the wind,flowers flew in all directions under the wind.,4,7
premID40,hypoID159,Each blade of grass was a bayonet pointed firmly at our bare feet ,Tráva byla velmi měkká a mohli jsme po ní chodit bosí.,0,Grass was very soft and we could walk bare feet,The grass was very soft and we could walk on it barefoot.,1,7
premID110,hypoID437,You were hanging yourself on someone else 's words ,"Věřil si tomu příšernému, co někdo jiný řekl.",1,You believed blinding what someone else said,You believed that horrible thing someone else said.,3,7
premID136,hypoID541,The old tenant gave a bittersweet speech ,Starý nájemník ve své řeči vyjádřil smíšené pocity.,1,The old tenant expressed mixed feelings in his speech,The old tenant expressed mixed feelings in his speech.,4,7
premID80,hypoID319,I was staring straight into the shining sun ,Čelil jsem něčemu úžasnému a nebezpečnému.,1,I was facing something wonderful and dangerous,I was facing something amazing and dangerous.,3,7
premID155,hypoID618,There were dark corners in his past things he didn't like to remember. ,"V jeho minulosti se staly negativní události, které si nechtěl pamatovat.",1,There were negative elements in his past things he didn't like to remember.,There were negative events in his past that he didn't want to remember.,4,7
premID65,hypoID257,He was worried they might spill everything about him ,"Strachoval se, že by mohli poskytnout informace o jeho manželce.",0,He was worried they might give information about his wife,He was worried they might give information about his wife.,2,7
premID104,hypoID413,The Leviathan in the ocean is a moving country. ,Leviatan v oceánu je zelený.,0,The Leviathan in the ocean is green.,Leviathan in the ocean is green.,1,7
premID31,hypoID123,Ahab was a pyramid but I kept kicking at him. ,Ahab byl vysoký a starověký a já jsem se snažil s ním pohnout.,0,Ahab was tall and ancient and I kept trying to move him.,"Ahab was tall and ancient, and I tried to move him.",2,7
premID7,hypoID26,David’s eyes were like daggers at Paul when Paul invited his new girlfriend to dance. ,"David se díval na Pavla smutně, když Pavel pozval k tanci jeho novou přítelkyni.",0,David looked at Paul in a sad way when Paul invited his new girlfriend to dance.,David looked sadly at Paul when Paul invited his new girlfriend to the dance.,2,7
premID172,hypoID688,Her pen was a knife,"To, co ona napsala, bylo nudné.",0,What she wrote was boring ,What she wrote was boring.,2,8
premID113,hypoID449,He felt a wave of excitement ,Cítil intenzivní vzrušení.,1,He felt an intense excitement,He felt intense excitement.,4,8
premID62,hypoID246,He was in a black mood. ,Byl šťastný a veselý.,0,He was happy and jolly,He was happy and cheerful.,1,8
premID61,hypoID244,He shot down all my arguments ,Moje argumenty ho přesvědčily.,0,He was convinced by my arguments,My arguments convinced him.,1,8
premID25,hypoID99,A break up can leave you with a broken heart. ,Rozchod tě může ranit a rozesmutnit.,1,A break up can make you feel hurt and sad.,Breaking up can hurt and make you sad.,4,8
premID146,hypoID581,The soldiers were devils. ,Vojáci vypadali nebezpečně a hrozivě.,1,The soldiers appeared dangerous and menacing.,The soldiers looked dangerous and menacing.,4,8
premID23,hypoID89,we laid in fields of gold ,Leželi jsme v poli světlé kukuřice.,1,we laid in fields of bright corn,We lay in a field of pale corn.,3,8
premID4,hypoID14,Faith feeds among the tombs and even from these dead doubts she gathers her most vital hope. ,Víra je silná především v čase nebezpečí a může nám poskytnout naději i v časech zoufalství.,1,Faith is especially strong in the moments of danger and can it gives hope in times of despair.,Faith is especially strong in times of danger and can give us hope even in times of despair.,3,8
premID167,hypoID666,You disagree ? Ok shoot ,"Nesouhlasíš? OK, zastřel se!",0,You disagree ? Ok shoot yourself,"You disagree? OK, shoot yourself!",1,8
premID118,hypoID470,The darted harpoon was lightning in the sea. ,Šípovitá harpuna byla pomalá a šedá v moři.,0,The darted harpoon was slow and grey in the sea,The arrowhead harpoon was slow and gray in the sea.,1,8
premID77,hypoID305,I was home watching the days slip by from my window ,Byla jsem doma a dělala jsem mnoho důležitých věcí.,0,I was home doing many important things,I was at home doing many important things.,1,8
premID84,hypoID334,In the worst of times we looked at hope shining in the dark ,V nejhorších časech jsme ztratili všechny naděje.,0,In the worst of times we lost all hopes,"In the worst of times, we lost all hope.",1,8
premID113,hypoID450,He felt a wave of excitement ,Cítil mírné zklamání.,0,he felt a mild disappointment,He felt mildly disappointed.,1,8
premID176,hypoID703,He thinks these documents will leak out soon or late,"Myslí si, že tyto dokumenty se stanou tajnými dřív nebo později.",0,He thinks these documents will become secret soon or late ,They think these documents will become classified sooner or later.,2,8
premID129,hypoID516,The iron in the tail of the animal was a restless needle. ,Železo v ocasu zvířete bylo silné a velké.,0,The iron in the tail of the animal was thick and large.,The iron in the animal's tail was strong and large.,2,8
premID31,hypoID122,Ahab was a pyramid but I kept kicking at him. ,"Ahab byl zcela pevný ve svých záměrech, ale pokoušel jsem se změnit jeho názor.",1,Ahab was absolutely firm in his intentions but I kept trying to change his mind.,"Ahab was quite firm in his intentions, but I tried to change his mind.",4,8
premID111,hypoID443,The children were roses beautiful and forlorn ,Děti byly ošklivé a naštvané.,0,The children were ugly and angry,The kids were ugly and angry.,1,8
premID4,hypoID15,Faith feeds among the tombs and even from these dead doubts she gathers her most vital hope. ,Víra je něco zvláštního a těžko pochopitelného.,0,Faith is something strange and hard to understand.,Faith is something special and hard to understand.,1,8
premID180,hypoID719,The faculty meeting was a nightmare,Schůze fakulty byla velmi obtížná a emotivní.,1,The faculty meeting was very difficult and emotional ,The faculty meeting was very difficult and emotional.,3,8
premID6,hypoID21,While his one live leg made lively echoes along the deck every stroke of his dead limb sounded like a coffin tap. ,"Zatímco jeho jedna živá noha se živě ozývala po palubě, každý úder jeho mrtvé končetiny zněl pochmurně.",1,While his one live leg made lively echoes along the deck every stroke of his dead limb sounded gloomy.,"While his one living leg was alive across the deck, every stroke of his dead limb sounded grim.",3,8
premID116,hypoID461,She had a bright idea ,Přišla s brilantní myšlenkou.,1,She came up with a brilliant idea,She came up with a brilliant idea.,4,8
premID114,hypoID455,He hated the stench of failure. ,"Nenáviděl, když viděl nebo zažil selhání.",1,He hated to see or experience failure.,He hated seeing or experiencing failure.,4,8
premID11,hypoID42,her smile was a blinding sun ,Její úsměv byl neuvěřitelně ošklivý.,0,her smile was incredibly ugly,Her smile was incredibly ugly.,1,8
premID122,hypoID488,The future looks very promising ,Budoucnost je velmi temná.,0,the future looks very dark,The future is very dark.,1,8
premID87,hypoID348,It is sad to observe the fruits of ignorance. ,Je smutné pozorovat původ neznalosti.,0,It is sad to observe the origins of ignorance.,It's sad to observe the origin of ignorance.,2,8
premID108,hypoID432,The boss will eat me alive if the report arrives late. ,"Šéf ho sežere, pokud zpráva dorazí pozdě.",0,The boss will eat a man if the report arrives late.,The boss will eat him if the message arrives late.,2,8
premID50,hypoID199,He drowned in a sea of grief. ,Byl extrémně smutný.,1,He was extremely sad.,He was extremely sad.,4,8
premID15,hypoID57,my love is a summer day ,Můj pocit lásky je chlad a temnota jako letní den.,0,my feeling of love is cold and dark like a summer day,My feeling of love is as cold and dark as a summer's day.,1,8
premID140,hypoID557,The rich man had a cold heart ,Ten bohatý muž byl velkorysý a starostlivý.,0,The rich man was generous and caring,The rich man was generous and caring.,1,8
premID94,hypoID374,She said that she could smell infidelity from a mile. ,"Řekla, že nevěra pro ní byla zřejmá.",1,She said that infidelity was apparent to her.,She said the infidelity was obvious to her.,4,8
premID117,hypoID465,You'd better keep away from Bill today because he's in a black mood. ,"Bill je naštvaný a smutný, a tak bude lepší, když se budeš držet od něho dál.",1,Bill is angry and sad and so you'd better keep away from him today.,"Bill is angry and sad, so you better stay away from him.",4,8
premID164,hypoID653,When I looked at my friend after the storm he was a ghost. ,"Když jsem se po bouři podíval na mého přítele, byl plný nadšení.",0,When I looked at my friend after the storm he was full of enthusiasm.,"When I looked at my friend after the storm, he was full of enthusiasm.",1,8
premID92,hypoID366,My friend said the project was a nightmare ,"Můj přítel mi řekl, že projekt je uvolněný.",0,my friend told me the project was relaxing,My friend told me the project was loose.,1,8
premID46,hypoID184,For the end of the year I was burned and broken ,Na konci roku jsem měl špatné podmínky a byl bez peněz.,1,For the end of the year I was in bad conditions and without money,"At the end of the year, I was on bad terms and broke.",3,8
premID64,hypoID253,He was so happy he felt his heart was exploding ,Byl zahlcen štěstím.,1,he was overwhelmed by happiness,He was overwhelmed with happiness.,4,8
premID84,hypoID336,In the worst of times we looked at hope shining in the dark ,V nejhorších časech jsme byli unavení a zmatení.,0,In we worst of times we were tired and confused,"In the worst of times, we were tired and confused.",1,8
premID111,hypoID444,The children were roses beautiful and forlorn ,Děti byly mladé a krásné.,1,The children were young and beautiful,The children were young and beautiful.,3,8
premID59,hypoID234,He pleaded for her forgiveness but Janet was a statue ,Prosil o její odpuštění a Janet mu odpustila.,0,He pleaded for her forgiveness and Janet forgave him,"He begged for her forgiveness, and Janet forgave him.",1,8
premID51,hypoID204,He felt a dark sexual desire ,Měl temný strach ze sexuální touhy.,0,He had a dark fear of sexual desire,He had a dark fear of sexual desire.,1,8
premID86,hypoID342,It always rained in my life he said ,"Řekl, že jsem vždycky skutečný optimista.",0,I was always a true optimist he said,He said I was always a real optimist.,1,8
premID156,hypoID624,They were burning with desire ,Nezajímalo je to.,0,They were uninterested,They didn't care.,1,8
premID63,hypoID251,He was living in his dream world shutting his eyes in front of reality ,Byl to velmi realistický a praktický člověk.,0,He was a very realistic and practical person,He was a very realistic and practical man.,1,8
premID143,hypoID569,The seeds of change were planted in 1943 ,Rok 1943 byl na úplném začátku změny.,1,1943 was the very beginning of a change,1943 was the very beginning of the change.,4,8
premID123,hypoID489,The faculty meeting was a comedy show ,Na poradě fakulty jsme koukali na komedii.,0,At the faculty meeting we watched a comedy show,We watched comedy in the faculty meeting.,2,8
premID86,hypoID341,It always rained in my life he said ,"Vždycky se mi stávají špatné věci, řekl.",1,I always have bad things happening to me he said,"Bad things always happen to me, he said.",4,8
premID97,hypoID387,O Moon your light is failing and now you are just a cold bow ,Měsíc se najednou stal lukem.,0,the Moon became a bow all of a sudden,The moon suddenly became a bow.,2,8
premID108,hypoID430,The boss will eat me alive if the report arrives late. ,"Šéf může být naštvaný, pokud zpráva dorazí pozdě.",1,The boss might be annoyed if the report arrives late.,The boss might be upset if the message arrives late.,3,8
premID42,hypoID168,She was the light of my life.,"Umožnila, aby byla vidět cesta i v noci.",0,she made it possible to see the road by night,It allowed the road to be seen at night.,2,8
premID45,hypoID180,Floating on the waves we saw the abandoned boat a dark sight indeed. ,"Když jsme se nesli na vlnách, viděli jsme opuštěnou loď a bylo na ní smutné pohledět.",1,Floating on the waves we saw the abandoned boat and it was sad to see it.,"As we rode the waves, we saw an abandoned ship, and it was sad to see.",3,8
premID159,hypoID636,Those galaxies were jellyfishes in the abyss of space. ,Ty galaxie byly jasné v temnotě vesmíru.,1,Those galaxies were bright in the darkness of space.,Those galaxies were bright in the darkness of space.,3,8
premID82,hypoID328,You were hanging yourself on someone else 's words ,"Byl jsi připraven zemřít za to, co řekl někdo jiný.",1,You were ready to die for what someone else said,You were prepared to die for what someone else said.,3,8
premID158,hypoID629,This is a trap sentence ,"Jestli dáte vysoké skóre této větě, nedostanete zaplaceno.",0,If you give a high score to this sentence you don’t get paid,"If you give a high score to this sentence, you won't get paid.",1,8
premID105,hypoID418,The President brushed aside the accusations ,Prezident v podstatě odmítl všechna obvinění.,1,The president basically dismissed all the accusations,The president has basically dismissed all the allegations.,4,8
premID66,hypoID264,Her joy was blinding ,Její radost byla silná a intenzivní.,1,Her joy was strong and intense,Her joy was strong and intense.,4,8
premID66,hypoID263,Her joy was blinding ,Její radost byla ohromující.,1,Her joy was overwhelming,Her joy was overwhelming.,4,8
premID156,hypoID623,They were burning with desire ,Pálili dům.,0,They were burning a house,They were burning the house.,1,8
premID68,hypoID271,His condescending attitude made my blood boil. ,Jeho blahosklonný postoj mě opravdu rozčílil.,1,His condescending attitude made me really angry.,His condescending attitude really upset me.,4,8
premID14,hypoID56,life is just a dream in the night ,Způsob jeho života je pomíjivý.,1,the nature of life is ephemeral,The way he lives is fleeting.,3,8
premID72,hypoID285,How can we build a knowledge economy if research is handcuffed? (Barque and Chaumartin 2009) ,"Jak mohu postavit dům, když jsem spoutaný?",0,How can I build a house if when I am handcuffed ?,How can I build a house if I'm chained up?,1,8
